Todesursache;Total_TU;Alter;Todesfälle;Total_AK;Jahr;Geschlecht;Grösse;Kategorie
Prostata;1305.0;0-1J;0.0;237.0;1995;Mann;0.0;Bösartige Tumoren
Diabetes mellitus;677.0;0-1J;0.0;237.0;1995;Mann;0.0;Diabetes mellitus
Demenz;644.0;0-1J;0.0;237.0;1995;Mann;0.0;Demenz
Kreislaufsystem;12056.0;0-1J;3.0;237.0;1995;Mann;0.012658227848101266;Kreislaufsystem
Herzkrankheiten  insgesamt;9066.0;0-1J;2.0;237.0;1995;Mann;0.008438818565400843;Kreislaufsystem
Ischämische Herzkrankheiten;5924.0;0-1J;0.0;237.0;1995;Mann;0.0;Kreislaufsystem
Lungenembolie;106.0;0-1J;0.0;237.0;1995;Mann;0.0;Kreislaufsystem
Zerebrovaskuläre Krankheiten;2078.0;0-1J;0.0;237.0;1995;Mann;0.0;Kreislaufsystem
Atmungsorgane insgesamt;2173.0;0-1J;1.0;237.0;1995;Mann;0.004219409282700422;Atmungsorgane insgesamt
Grippe;54.0;0-1J;0.0;237.0;1995;Mann;0.0;Atmungsorgane insgesamt
Pneumonie;543.0;0-1J;1.0;237.0;1995;Mann;0.004219409282700422;Atmungsorgane insgesamt
Chronische Bronchitis;1135.0;0-1J;0.0;237.0;1995;Mann;0.0;Atmungsorgane insgesamt
Asthma;159.0;0-1J;0.0;237.0;1995;Mann;0.0;Atmungsorgane insgesamt
Alkoholische Leberzirrhose;418.0;0-1J;0.0;237.0;1995;Mann;0.0;Alkoholische Leberzirrhose
Harnorgane;244.0;0-1J;0.0;237.0;1995;Mann;0.0;Harnorgane
Kongenitale Missbildungen;167.0;0-1J;77.0;237.0;1995;Mann;0.32489451476793246;Kongenitale Missbildungen
Perinatale Todesursachen;91.0;0-1J;88.0;237.0;1995;Mann;0.37130801687763715;Perinatale Todesursachen
Unfälle und Gewalteinwirkungen;2454.0;0-1J;5.0;237.0;1995;Mann;0.02109704641350211;Unfälle und Gewalteinwirkungen
Unfälle insgesamt;1299.0;0-1J;4.0;237.0;1995;Mann;0.016877637130801686;Unfälle und Gewalteinwirkungen
Strassenverkehrsunfälle;480.0;0-1J;1.0;237.0;1995;Mann;0.004219409282700422;Unfälle und Gewalteinwirkungen
Suizid;1018.0;0-1J;0.0;237.0;1995;Mann;0.0;Unfälle und Gewalteinwirkungen
Infektiöse Krankheiten;717.0;1-14J;9.0;146.0;1995;Mann;0.06164383561643835;Infektiöse Krankheiten
Tuberkulose;23.0;1-14J;0.0;146.0;1995;Mann;0.0;Infektiöse Krankheiten
AIDS;452.0;1-14J;6.0;146.0;1995;Mann;0.0410958904109589;Infektiöse Krankheiten
Bösartige Tumoren;8410.0;1-14J;21.0;146.0;1995;Mann;0.14383561643835616;Bösartige Tumoren
Magen;402.0;1-14J;0.0;146.0;1995;Mann;0.0;Bösartige Tumoren
Dickdarm;624.0;1-14J;0.0;146.0;1995;Mann;0.0;Bösartige Tumoren
Lunge;1949.0;1-14J;0.0;146.0;1995;Mann;0.0;Bösartige Tumoren
Brust;9.0;1-14J;0.0;146.0;1995;Mann;0.0;Bösartige Tumoren
Prostata;1305.0;1-14J;0.0;146.0;1995;Mann;0.0;Bösartige Tumoren
Diabetes mellitus;677.0;1-14J;0.0;146.0;1995;Mann;0.0;Diabetes mellitus
Demenz;644.0;1-14J;0.0;146.0;1995;Mann;0.0;Demenz
Kreislaufsystem;12056.0;1-14J;3.0;146.0;1995;Mann;0.02054794520547945;Kreislaufsystem
Herzkrankheiten  insgesamt;9066.0;1-14J;2.0;146.0;1995;Mann;0.0136986301369863;Kreislaufsystem
Ischämische Herzkrankheiten;5924.0;1-14J;0.0;146.0;1995;Mann;0.0;Kreislaufsystem
Lungenembolie;106.0;1-14J;0.0;146.0;1995;Mann;0.0;Kreislaufsystem
Zerebrovaskuläre Krankheiten;2078.0;1-14J;1.0;146.0;1995;Mann;0.00684931506849315;Kreislaufsystem
Atmungsorgane insgesamt;2173.0;1-14J;3.0;146.0;1995;Mann;0.02054794520547945;Atmungsorgane insgesamt
Grippe;54.0;1-14J;0.0;146.0;1995;Mann;0.0;Atmungsorgane insgesamt
Pneumonie;543.0;1-14J;1.0;146.0;1995;Mann;0.00684931506849315;Atmungsorgane insgesamt
Chronische Bronchitis;1135.0;1-14J;0.0;146.0;1995;Mann;0.0;Atmungsorgane insgesamt
Asthma;159.0;1-14J;1.0;146.0;1995;Mann;0.00684931506849315;Atmungsorgane insgesamt
Alkoholische Leberzirrhose;418.0;1-14J;0.0;146.0;1995;Mann;0.0;Alkoholische Leberzirrhose
Harnorgane;244.0;1-14J;0.0;146.0;1995;Mann;0.0;Harnorgane
Kongenitale Missbildungen;167.0;1-14J;18.0;146.0;1995;Mann;0.1232876712328767;Kongenitale Missbildungen
Perinatale Todesursachen;91.0;1-14J;1.0;146.0;1995;Mann;0.00684931506849315;Perinatale Todesursachen
Unfälle und Gewalteinwirkungen;2454.0;1-14J;64.0;146.0;1995;Mann;0.4383561643835616;Unfälle und Gewalteinwirkungen
Unfälle insgesamt;1299.0;1-14J;58.0;146.0;1995;Mann;0.3972602739726027;Unfälle und Gewalteinwirkungen
Strassenverkehrsunfälle;480.0;1-14J;26.0;146.0;1995;Mann;0.1780821917808219;Unfälle und Gewalteinwirkungen
Suizid;1018.0;1-14J;2.0;146.0;1995;Mann;0.0136986301369863;Unfälle und Gewalteinwirkungen
Infektiöse Krankheiten;717.0;15-44J;359.0;2317.0;1995;Mann;0.15494173500215797;Infektiöse Krankheiten
Tuberkulose;23.0;15-44J;1.0;2317.0;1995;Mann;0.00043159257660768235;Infektiöse Krankheiten
AIDS;452.0;15-44J;335.0;2317.0;1995;Mann;0.1445835131635736;Infektiöse Krankheiten
Bösartige Tumoren;8410.0;15-44J;256.0;2317.0;1995;Mann;0.11048769961156668;Bösartige Tumoren
Magen;402.0;15-44J;9.0;2317.0;1995;Mann;0.003884333189469141;Bösartige Tumoren
Dickdarm;624.0;15-44J;12.0;2317.0;1995;Mann;0.005179110919292188;Bösartige Tumoren
Lunge;1949.0;15-44J;39.0;2317.0;1995;Mann;0.01683211048769961;Bösartige Tumoren
Brust;9.0;15-44J;0.0;2317.0;1995;Mann;0.0;Bösartige Tumoren
Prostata;1305.0;15-44J;1.0;2317.0;1995;Mann;0.00043159257660768235;Bösartige Tumoren
Diabetes mellitus;677.0;15-44J;9.0;2317.0;1995;Mann;0.003884333189469141;Diabetes mellitus
Demenz;644.0;15-44J;0.0;2317.0;1995;Mann;0.0;Demenz
Kreislaufsystem;12056.0;15-44J;193.0;2317.0;1995;Mann;0.0832973672852827;Kreislaufsystem
Herzkrankheiten  insgesamt;9066.0;15-44J;161.0;2317.0;1995;Mann;0.06948640483383686;Kreislaufsystem
Ischämische Herzkrankheiten;5924.0;15-44J;90.0;2317.0;1995;Mann;0.03884333189469141;Kreislaufsystem
Lungenembolie;106.0;15-44J;1.0;2317.0;1995;Mann;0.00043159257660768235;Kreislaufsystem
Zerebrovaskuläre Krankheiten;2078.0;15-44J;23.0;2317.0;1995;Mann;0.009926629261976695;Kreislaufsystem
Atmungsorgane insgesamt;2173.0;15-44J;21.0;2317.0;1995;Mann;0.00906344410876133;Atmungsorgane insgesamt
Grippe;54.0;15-44J;0.0;2317.0;1995;Mann;0.0;Atmungsorgane insgesamt
Pneumonie;543.0;15-44J;8.0;2317.0;1995;Mann;0.0034527406128614588;Atmungsorgane insgesamt
Chronische Bronchitis;1135.0;15-44J;1.0;2317.0;1995;Mann;0.00043159257660768235;Atmungsorgane insgesamt
Asthma;159.0;15-44J;5.0;2317.0;1995;Mann;0.0021579628830384117;Atmungsorgane insgesamt
Alkoholische Leberzirrhose;418.0;15-44J;38.0;2317.0;1995;Mann;0.01640051791109193;Alkoholische Leberzirrhose
Harnorgane;244.0;15-44J;3.0;2317.0;1995;Mann;0.001294777729823047;Harnorgane
Kongenitale Missbildungen;167.0;15-44J;28.0;2317.0;1995;Mann;0.012084592145015106;Kongenitale Missbildungen
Perinatale Todesursachen;91.0;15-44J;2.0;2317.0;1995;Mann;0.0008631851532153647;Perinatale Todesursachen
Unfälle und Gewalteinwirkungen;2454.0;15-44J;903.0;2317.0;1995;Mann;0.38972809667673713;Unfälle und Gewalteinwirkungen
Unfälle insgesamt;1299.0;15-44J;447.0;2317.0;1995;Mann;0.192921881743634;Unfälle und Gewalteinwirkungen
Strassenverkehrsunfälle;480.0;15-44J;265.0;2317.0;1995;Mann;0.11437203280103582;Unfälle und Gewalteinwirkungen
Suizid;1018.0;15-44J;413.0;2317.0;1995;Mann;0.1782477341389728;Unfälle und Gewalteinwirkungen
Infektiöse Krankheiten;717.0;45-64J;133.0;5544.0;1995;Mann;0.023989898989898988;Infektiöse Krankheiten
Tuberkulose;23.0;45-64J;3.0;5544.0;1995;Mann;0.0005411255411255411;Infektiöse Krankheiten
AIDS;452.0;45-64J;92.0;5544.0;1995;Mann;0.016594516594516596;Infektiöse Krankheiten
Bösartige Tumoren;8410.0;45-64J;2052.0;5544.0;1995;Mann;0.37012987012987014;Bösartige Tumoren
Magen;402.0;45-64J;103.0;5544.0;1995;Mann;0.01857864357864358;Bösartige Tumoren
Dickdarm;624.0;45-64J;134.0;5544.0;1995;Mann;0.024170274170274172;Bösartige Tumoren
Lunge;1949.0;45-64J;585.0;5544.0;1995;Mann;0.10551948051948051;Bösartige Tumoren
Brust;9.0;45-64J;1.0;5544.0;1995;Mann;0.00018037518037518038;Bösartige Tumoren
Prostata;1305.0;45-64J;92.0;5544.0;1995;Mann;0.016594516594516596;Bösartige Tumoren
Diabetes mellitus;677.0;45-64J;86.0;5544.0;1995;Mann;0.015512265512265512;Diabetes mellitus
Demenz;644.0;45-64J;12.0;5544.0;1995;Mann;0.0021645021645021645;Demenz
Kreislaufsystem;12056.0;45-64J;1600.0;5544.0;1995;Mann;0.2886002886002886;Kreislaufsystem
Herzkrankheiten  insgesamt;9066.0;45-64J;1342.0;5544.0;1995;Mann;0.24206349206349206;Kreislaufsystem
Ischämische Herzkrankheiten;5924.0;45-64J;922.0;5544.0;1995;Mann;0.16630591630591632;Kreislaufsystem
Lungenembolie;106.0;45-64J;18.0;5544.0;1995;Mann;0.003246753246753247;Kreislaufsystem
Zerebrovaskuläre Krankheiten;2078.0;45-64J;159.0;5544.0;1995;Mann;0.02867965367965368;Kreislaufsystem
Atmungsorgane insgesamt;2173.0;45-64J;161.0;5544.0;1995;Mann;0.02904040404040404;Atmungsorgane insgesamt
Grippe;54.0;45-64J;3.0;5544.0;1995;Mann;0.0005411255411255411;Atmungsorgane insgesamt
Pneumonie;543.0;45-64J;31.0;5544.0;1995;Mann;0.005591630591630592;Atmungsorgane insgesamt
Chronische Bronchitis;1135.0;45-64J;78.0;5544.0;1995;Mann;0.01406926406926407;Atmungsorgane insgesamt
Asthma;159.0;45-64J;19.0;5544.0;1995;Mann;0.003427128427128427;Atmungsorgane insgesamt
Alkoholische Leberzirrhose;418.0;45-64J;211.0;5544.0;1995;Mann;0.038059163059163056;Alkoholische Leberzirrhose
Harnorgane;244.0;45-64J;28.0;5544.0;1995;Mann;0.005050505050505051;Harnorgane
Kongenitale Missbildungen;167.0;45-64J;18.0;5544.0;1995;Mann;0.003246753246753247;Kongenitale Missbildungen
Perinatale Todesursachen;91.0;45-64J;0.0;5544.0;1995;Mann;0.0;Perinatale Todesursachen
Unfälle und Gewalteinwirkungen;2454.0;45-64J;614.0;5544.0;1995;Mann;0.11075036075036075;Unfälle und Gewalteinwirkungen
Unfälle insgesamt;1299.0;45-64J;255.0;5544.0;1995;Mann;0.04599567099567099;Unfälle und Gewalteinwirkungen
Strassenverkehrsunfälle;480.0;45-64J;86.0;5544.0;1995;Mann;0.015512265512265512;Unfälle und Gewalteinwirkungen
Suizid;1018.0;45-64J;334.0;5544.0;1995;Mann;0.06024531024531025;Unfälle und Gewalteinwirkungen
Infektiöse Krankheiten;717.0;65-84J;164.0;16653.0;1995;Mann;0.009848075421845914;Infektiöse Krankheiten
Tuberkulose;23.0;65-84J;11.0;16653.0;1995;Mann;0.0006605416441482015;Infektiöse Krankheiten
AIDS;452.0;65-84J;18.0;16653.0;1995;Mann;0.0010808863267879661;Infektiöse Krankheiten
Bösartige Tumoren;8410.0;65-84J;5043.0;16653.0;1995;Mann;0.30282831922176184;Bösartige Tumoren
Magen;402.0;65-84J;241.0;16653.0;1995;Mann;0.014471866930883325;Bösartige Tumoren
Dickdarm;624.0;65-84J;387.0;16653.0;1995;Mann;0.02323905602594127;Bösartige Tumoren
Lunge;1949.0;65-84J;1232.0;16653.0;1995;Mann;0.07398066414459857;Bösartige Tumoren
Brust;9.0;65-84J;7.0;16653.0;1995;Mann;0.0004203446826397646;Bösartige Tumoren
Prostata;1305.0;65-84J;851.0;16653.0;1995;Mann;0.05110190356091995;Bösartige Tumoren
Diabetes mellitus;677.0;65-84J;444.0;16653.0;1995;Mann;0.026661862727436498;Diabetes mellitus
Demenz;644.0;65-84J;313.0;16653.0;1995;Mann;0.01879541223803519;Demenz
Kreislaufsystem;12056.0;65-84J;6915.0;16653.0;1995;Mann;0.41524049720771034;Kreislaufsystem
Herzkrankheiten  insgesamt;9066.0;65-84J;5197.0;16653.0;1995;Mann;0.31207590223983667;Kreislaufsystem
Ischämische Herzkrankheiten;5924.0;65-84J;3596.0;16653.0;1995;Mann;0.21593706839608479;Kreislaufsystem
Lungenembolie;106.0;65-84J;69.0;16653.0;1995;Mann;0.004143397586020537;Kreislaufsystem
Zerebrovaskuläre Krankheiten;2078.0;65-84J;1219.0;16653.0;1995;Mann;0.07320002401969615;Kreislaufsystem
Atmungsorgane insgesamt;2173.0;65-84J;1292.0;16653.0;1995;Mann;0.07758361856722512;Atmungsorgane insgesamt
Grippe;54.0;65-84J;24.0;16653.0;1995;Mann;0.0014411817690506215;Atmungsorgane insgesamt
Pneumonie;543.0;65-84J;253.0;16653.0;1995;Mann;0.015192457815408636;Atmungsorgane insgesamt
Chronische Bronchitis;1135.0;65-84J;745.0;16653.0;1995;Mann;0.04473668408094637;Atmungsorgane insgesamt
Asthma;159.0;65-84J;109.0;16653.0;1995;Mann;0.006545367201104906;Atmungsorgane insgesamt
Alkoholische Leberzirrhose;418.0;65-84J;152.0;16653.0;1995;Mann;0.009127484537320603;Alkoholische Leberzirrhose
Harnorgane;244.0;65-84J;117.0;16653.0;1995;Mann;0.00702576112412178;Harnorgane
Kongenitale Missbildungen;167.0;65-84J;23.0;16653.0;1995;Mann;0.0013811325286735123;Kongenitale Missbildungen
Perinatale Todesursachen;91.0;65-84J;0.0;16653.0;1995;Mann;0.0;Perinatale Todesursachen
Unfälle und Gewalteinwirkungen;2454.0;65-84J;609.0;16653.0;1995;Mann;0.03656998738965952;Unfälle und Gewalteinwirkungen
Unfälle insgesamt;1299.0;65-84J;342.0;16653.0;1995;Mann;0.020536840208971358;Unfälle und Gewalteinwirkungen
Strassenverkehrsunfälle;480.0;65-84J;78.0;16653.0;1995;Mann;0.00468384074941452;Unfälle und Gewalteinwirkungen
Suizid;1018.0;65-84J;221.0;16653.0;1995;Mann;0.01327088212334114;Unfälle und Gewalteinwirkungen
Infektiöse Krankheiten;717.0;85+;47.0;6724.0;1995;Mann;0.006989886972040452;Infektiöse Krankheiten
Tuberkulose;23.0;85+;8.0;6724.0;1995;Mann;0.001189767995240928;Infektiöse Krankheiten
AIDS;452.0;85+;0.0;6724.0;1995;Mann;0.0;Infektiöse Krankheiten
Bösartige Tumoren;8410.0;85+;1038.0;6724.0;1995;Mann;0.1543723973825104;Bösartige Tumoren
Magen;402.0;85+;49.0;6724.0;1995;Mann;0.007287328970850684;Bösartige Tumoren
Dickdarm;624.0;85+;91.0;6724.0;1995;Mann;0.013533610945865556;Bösartige Tumoren
Lunge;1949.0;85+;93.0;6724.0;1995;Mann;0.013831052944675789;Bösartige Tumoren
Brust;9.0;85+;1.0;6724.0;1995;Mann;0.000148720999405116;Bösartige Tumoren
Prostata;1305.0;85+;361.0;6724.0;1995;Mann;0.05368828078524688;Bösartige Tumoren
Diabetes mellitus;677.0;85+;138.0;6724.0;1995;Mann;0.02052349791790601;Diabetes mellitus
Demenz;644.0;85+;319.0;6724.0;1995;Mann;0.047441998810232006;Demenz
Kreislaufsystem;12056.0;85+;3342.0;6724.0;1995;Mann;0.49702558001189767;Kreislaufsystem
Herzkrankheiten  insgesamt;9066.0;85+;2362.0;6724.0;1995;Mann;0.351279000594884;Kreislaufsystem
Ischämische Herzkrankheiten;5924.0;85+;1316.0;6724.0;1995;Mann;0.19571683521713265;Kreislaufsystem
Lungenembolie;106.0;85+;18.0;6724.0;1995;Mann;0.002676977989292088;Kreislaufsystem
Zerebrovaskuläre Krankheiten;2078.0;85+;676.0;6724.0;1995;Mann;0.10053539559785842;Kreislaufsystem
Atmungsorgane insgesamt;2173.0;85+;695.0;6724.0;1995;Mann;0.10336109458655562;Atmungsorgane insgesamt
Grippe;54.0;85+;27.0;6724.0;1995;Mann;0.004015466983938132;Atmungsorgane insgesamt
Pneumonie;543.0;85+;249.0;6724.0;1995;Mann;0.037031528851873885;Atmungsorgane insgesamt
Chronische Bronchitis;1135.0;85+;311.0;6724.0;1995;Mann;0.04625223081499108;Atmungsorgane insgesamt
Asthma;159.0;85+;25.0;6724.0;1995;Mann;0.0037180249851279;Atmungsorgane insgesamt
Alkoholische Leberzirrhose;418.0;85+;17.0;6724.0;1995;Mann;0.002528256989886972;Alkoholische Leberzirrhose
Harnorgane;244.0;85+;96.0;6724.0;1995;Mann;0.014277215942891136;Harnorgane
Kongenitale Missbildungen;167.0;85+;3.0;6724.0;1995;Mann;0.000446162998215348;Kongenitale Missbildungen
Perinatale Todesursachen;91.0;85+;0.0;6724.0;1995;Mann;0.0;Perinatale Todesursachen
Unfälle und Gewalteinwirkungen;2454.0;85+;259.0;6724.0;1995;Mann;0.03851873884592504;Unfälle und Gewalteinwirkungen
Unfälle insgesamt;1299.0;85+;193.0;6724.0;1995;Mann;0.028703152885187388;Unfälle und Gewalteinwirkungen
Strassenverkehrsunfälle;480.0;85+;24.0;6724.0;1995;Mann;0.003569303985722784;Unfälle und Gewalteinwirkungen
Suizid;1018.0;85+;48.0;6724.0;1995;Mann;0.007138607971445568;Unfälle und Gewalteinwirkungen
Infektiöse Krankheiten;546.0;0-1J;0.0;226.0;1996;Mann;0.0;Infektiöse Krankheiten
Tuberkulose;24.0;0-1J;0.0;226.0;1996;Mann;0.0;Infektiöse Krankheiten
AIDS;315.0;0-1J;0.0;226.0;1996;Mann;0.0;Infektiöse Krankheiten
Bösartige Tumoren;8394.0;0-1J;0.0;226.0;1996;Mann;0.0;Bösartige Tumoren
Magen;395.0;0-1J;0.0;226.0;1996;Mann;0.0;Bösartige Tumoren
Dickdarm;580.0;0-1J;0.0;226.0;1996;Mann;0.0;Bösartige Tumoren
Lunge;1974.0;0-1J;0.0;226.0;1996;Mann;0.0;Bösartige Tumoren
Brust;6.0;0-1J;0.0;226.0;1996;Mann;0.0;Bösartige Tumoren
Prostata;1298.0;0-1J;0.0;226.0;1996;Mann;0.0;Bösartige Tumoren
Diabetes mellitus;808.0;0-1J;1.0;226.0;1996;Mann;0.004424778761061947;Diabetes mellitus
Demenz;728.0;0-1J;0.0;226.0;1996;Mann;0.0;Demenz
Kreislaufsystem;11560.0;0-1J;2.0;226.0;1996;Mann;0.008849557522123894;Kreislaufsystem
Herzkrankheiten  insgesamt;8748.0;0-1J;2.0;226.0;1996;Mann;0.008849557522123894;Kreislaufsystem
Ischämische Herzkrankheiten;5640.0;0-1J;0.0;226.0;1996;Mann;0.0;Kreislaufsystem
Lungenembolie;132.0;0-1J;0.0;226.0;1996;Mann;0.0;Kreislaufsystem
Zerebrovaskuläre Krankheiten;1954.0;0-1J;0.0;226.0;1996;Mann;0.0;Kreislaufsystem
Atmungsorgane insgesamt;2074.0;0-1J;2.0;226.0;1996;Mann;0.008849557522123894;Atmungsorgane insgesamt
Grippe;65.0;0-1J;0.0;226.0;1996;Mann;0.0;Atmungsorgane insgesamt
Pneumonie;482.0;0-1J;1.0;226.0;1996;Mann;0.004424778761061947;Atmungsorgane insgesamt
Chronische Bronchitis;1134.0;0-1J;1.0;226.0;1996;Mann;0.004424778761061947;Atmungsorgane insgesamt
Asthma;135.0;0-1J;0.0;226.0;1996;Mann;0.0;Atmungsorgane insgesamt
Alkoholische Leberzirrhose;417.0;0-1J;0.0;226.0;1996;Mann;0.0;Alkoholische Leberzirrhose
Harnorgane;242.0;0-1J;0.0;226.0;1996;Mann;0.0;Harnorgane
Kongenitale Missbildungen;154.0;0-1J;66.0;226.0;1996;Mann;0.2920353982300885;Kongenitale Missbildungen
Perinatale Todesursachen;108.0;0-1J;105.0;226.0;1996;Mann;0.4646017699115044;Perinatale Todesursachen
Unfälle und Gewalteinwirkungen;2280.0;0-1J;3.0;226.0;1996;Mann;0.01327433628318584;Unfälle und Gewalteinwirkungen
Unfälle insgesamt;1168.0;0-1J;2.0;226.0;1996;Mann;0.008849557522123894;Unfälle und Gewalteinwirkungen
Strassenverkehrsunfälle;421.0;0-1J;0.0;226.0;1996;Mann;0.0;Unfälle und Gewalteinwirkungen
Suizid;1010.0;0-1J;0.0;226.0;1996;Mann;0.0;Unfälle und Gewalteinwirkungen
Infektiöse Krankheiten;546.0;1-14J;3.0;130.0;1996;Mann;0.023076923076923078;Infektiöse Krankheiten
Tuberkulose;24.0;1-14J;0.0;130.0;1996;Mann;0.0;Infektiöse Krankheiten
AIDS;315.0;1-14J;2.0;130.0;1996;Mann;0.015384615384615385;Infektiöse Krankheiten
Bösartige Tumoren;8394.0;1-14J;20.0;130.0;1996;Mann;0.15384615384615385;Bösartige Tumoren
Magen;395.0;1-14J;0.0;130.0;1996;Mann;0.0;Bösartige Tumoren
Dickdarm;580.0;1-14J;0.0;130.0;1996;Mann;0.0;Bösartige Tumoren
Lunge;1974.0;1-14J;0.0;130.0;1996;Mann;0.0;Bösartige Tumoren
Brust;6.0;1-14J;0.0;130.0;1996;Mann;0.0;Bösartige Tumoren
Prostata;1298.0;1-14J;0.0;130.0;1996;Mann;0.0;Bösartige Tumoren
Diabetes mellitus;808.0;1-14J;0.0;130.0;1996;Mann;0.0;Diabetes mellitus
Demenz;728.0;1-14J;0.0;130.0;1996;Mann;0.0;Demenz
Kreislaufsystem;11560.0;1-14J;2.0;130.0;1996;Mann;0.015384615384615385;Kreislaufsystem
Herzkrankheiten  insgesamt;8748.0;1-14J;2.0;130.0;1996;Mann;0.015384615384615385;Kreislaufsystem
Ischämische Herzkrankheiten;5640.0;1-14J;0.0;130.0;1996;Mann;0.0;Kreislaufsystem
Lungenembolie;132.0;1-14J;0.0;130.0;1996;Mann;0.0;Kreislaufsystem
Zerebrovaskuläre Krankheiten;1954.0;1-14J;0.0;130.0;1996;Mann;0.0;Kreislaufsystem
Atmungsorgane insgesamt;2074.0;1-14J;4.0;130.0;1996;Mann;0.03076923076923077;Atmungsorgane insgesamt
Grippe;65.0;1-14J;0.0;130.0;1996;Mann;0.0;Atmungsorgane insgesamt
Pneumonie;482.0;1-14J;1.0;130.0;1996;Mann;0.007692307692307693;Atmungsorgane insgesamt
Chronische Bronchitis;1134.0;1-14J;0.0;130.0;1996;Mann;0.0;Atmungsorgane insgesamt
Asthma;135.0;1-14J;0.0;130.0;1996;Mann;0.0;Atmungsorgane insgesamt
Alkoholische Leberzirrhose;417.0;1-14J;0.0;130.0;1996;Mann;0.0;Alkoholische Leberzirrhose
Harnorgane;242.0;1-14J;0.0;130.0;1996;Mann;0.0;Harnorgane
Kongenitale Missbildungen;154.0;1-14J;20.0;130.0;1996;Mann;0.15384615384615385;Kongenitale Missbildungen
Perinatale Todesursachen;108.0;1-14J;1.0;130.0;1996;Mann;0.007692307692307693;Perinatale Todesursachen
Unfälle und Gewalteinwirkungen;2280.0;1-14J;51.0;130.0;1996;Mann;0.3923076923076923;Unfälle und Gewalteinwirkungen
Unfälle insgesamt;1168.0;1-14J;42.0;130.0;1996;Mann;0.3230769230769231;Unfälle und Gewalteinwirkungen
Strassenverkehrsunfälle;421.0;1-14J;22.0;130.0;1996;Mann;0.16923076923076924;Unfälle und Gewalteinwirkungen
Suizid;1010.0;1-14J;4.0;130.0;1996;Mann;0.03076923076923077;Unfälle und Gewalteinwirkungen
Infektiöse Krankheiten;546.0;15-44J;256.0;2120.0;1996;Mann;0.12075471698113208;Infektiöse Krankheiten
Tuberkulose;24.0;15-44J;2.0;2120.0;1996;Mann;0.0009433962264150943;Infektiöse Krankheiten
AIDS;315.0;15-44J;232.0;2120.0;1996;Mann;0.10943396226415095;Infektiöse Krankheiten
Bösartige Tumoren;8394.0;15-44J;225.0;2120.0;1996;Mann;0.10613207547169812;Bösartige Tumoren
Magen;395.0;15-44J;18.0;2120.0;1996;Mann;0.008490566037735849;Bösartige Tumoren
Dickdarm;580.0;15-44J;8.0;2120.0;1996;Mann;0.0037735849056603774;Bösartige Tumoren
Lunge;1974.0;15-44J;36.0;2120.0;1996;Mann;0.016981132075471698;Bösartige Tumoren
Brust;6.0;15-44J;0.0;2120.0;1996;Mann;0.0;Bösartige Tumoren
Prostata;1298.0;15-44J;1.0;2120.0;1996;Mann;0.0004716981132075472;Bösartige Tumoren
Diabetes mellitus;808.0;15-44J;17.0;2120.0;1996;Mann;0.008018867924528302;Diabetes mellitus
Demenz;728.0;15-44J;0.0;2120.0;1996;Mann;0.0;Demenz
Kreislaufsystem;11560.0;15-44J;205.0;2120.0;1996;Mann;0.09669811320754718;Kreislaufsystem
Herzkrankheiten  insgesamt;8748.0;15-44J;178.0;2120.0;1996;Mann;0.08396226415094339;Kreislaufsystem
Ischämische Herzkrankheiten;5640.0;15-44J;92.0;2120.0;1996;Mann;0.04339622641509434;Kreislaufsystem
Lungenembolie;132.0;15-44J;3.0;2120.0;1996;Mann;0.0014150943396226414;Kreislaufsystem
Zerebrovaskuläre Krankheiten;1954.0;15-44J;16.0;2120.0;1996;Mann;0.007547169811320755;Kreislaufsystem
Atmungsorgane insgesamt;2074.0;15-44J;23.0;2120.0;1996;Mann;0.010849056603773584;Atmungsorgane insgesamt
Grippe;65.0;15-44J;0.0;2120.0;1996;Mann;0.0;Atmungsorgane insgesamt
Pneumonie;482.0;15-44J;8.0;2120.0;1996;Mann;0.0037735849056603774;Atmungsorgane insgesamt
Chronische Bronchitis;1134.0;15-44J;5.0;2120.0;1996;Mann;0.0023584905660377358;Atmungsorgane insgesamt
Asthma;135.0;15-44J;6.0;2120.0;1996;Mann;0.002830188679245283;Atmungsorgane insgesamt
Alkoholische Leberzirrhose;417.0;15-44J;28.0;2120.0;1996;Mann;0.013207547169811321;Alkoholische Leberzirrhose
Harnorgane;242.0;15-44J;4.0;2120.0;1996;Mann;0.0018867924528301887;Harnorgane
Kongenitale Missbildungen;154.0;15-44J;27.0;2120.0;1996;Mann;0.012735849056603774;Kongenitale Missbildungen
Perinatale Todesursachen;108.0;15-44J;2.0;2120.0;1996;Mann;0.0009433962264150943;Perinatale Todesursachen
Unfälle und Gewalteinwirkungen;2280.0;15-44J;858.0;2120.0;1996;Mann;0.4047169811320755;Unfälle und Gewalteinwirkungen
Unfälle insgesamt;1168.0;15-44J;382.0;2120.0;1996;Mann;0.180188679245283;Unfälle und Gewalteinwirkungen
Strassenverkehrsunfälle;421.0;15-44J;221.0;2120.0;1996;Mann;0.10424528301886793;Unfälle und Gewalteinwirkungen
Suizid;1010.0;15-44J;435.0;2120.0;1996;Mann;0.20518867924528303;Unfälle und Gewalteinwirkungen
Infektiöse Krankheiten;546.0;45-64J;113.0;5182.0;1996;Mann;0.021806252412196064;Infektiöse Krankheiten
Tuberkulose;24.0;45-64J;2.0;5182.0;1996;Mann;0.00038595137012736397;Infektiöse Krankheiten
